New ID,ID,Bulan,Tanggal,Harga Beras,Harga Daging Ayam,Harga Daging Sapi,Harga Telor Ayam,Harga Bawang merah,Harga Bawang Putih,Harga Cabai Merah,Harga Cabai Rawit,Harga Minyak Goreng,Harga Gula Pasir,Harga Rata Rata Sembako
183,124,,04/05/2021,11750 ,36250 ,122900 ,26000 ,33050 ,30200 ,40150 ,54800 ,15000 ,14250 ,38435 
184,125,,05/05/2021,11750 ,36550 ,123100 ,26050 ,33150 ,30300 ,40300 ,55400 ,15000 ,14250 ,38585 
185,126,,06/05/2021,11750 ,36600 ,123500 ,26050 ,33100 ,30250 ,40950 ,55550 ,15000 ,14250 ,38700 
186,127,,07/05/2021,11750 ,37000 ,124100 ,26100 ,33200 ,30300 ,41100 ,55750 ,15000 ,14250 ,38855 
187,,,5/8/2021,11750 ,37650 ,127630 ,26130 ,33440 ,30410 ,44510 ,58380 ,15040 ,14250 ,39919 
188,,,5/9/2021,11750 ,37650 ,127630 ,26130 ,33440 ,30410 ,44510 ,58380 ,15040 ,14250 ,39919 
189,128,,10/05/2021,11750 ,37950 ,129650 ,26200 ,33650 ,30450 ,47500 ,59800 ,15050 ,14250 ,40625 
190,129,,11/05/2021,11750 ,39050 ,133250 ,26150 ,33800 ,30650 ,48500 ,62400 ,15100 ,14250 ,41490 
191,,,5/12/2021,11750 ,37970 ,126550 ,26060 ,33370 ,30430 ,42920 ,56750 ,15080 ,14260 ,39514 
192,,,5/13/2021,11750 ,37970 ,126550 ,26060 ,33370 ,30430 ,42920 ,56750 ,15080 ,14260 ,39514 
193,,,5/14/2021,11750 ,37970 ,126550 ,26060 ,33370 ,30430 ,42920 ,56750 ,15080 ,14260 ,39514 
194,,May,5/15/2021,11750 ,37970 ,126550 ,26060 ,33370 ,30430 ,42920 ,56750 ,15080 ,14260 ,39514 
195,,,5/16/2021,11750 ,37970 ,126550 ,26060 ,33370 ,30430 ,42920 ,56750 ,15080 ,14260 ,39514 
196,130,,17/05/2021,11750 ,39000 ,127350 ,26050 ,33400 ,30500 ,45350 ,59000 ,15100 ,14250 ,40175 
197,131,,18/05/2021,11750 ,38900 ,126850 ,26000 ,33300 ,30450 ,43500 ,57950 ,15100 ,14250 ,39805 
198,132,,19/05/2021,11750 ,38550 ,126400 ,26000 ,33400 ,30500 ,42000 ,56000 ,15150 ,14350 ,39410 
199,133,,20/05/2021,11750 ,38200 ,125950 ,26000 ,33350 ,30450 ,40450 ,53950 ,15150 ,14250 ,38950 
200,134,,21/05/2021,11750 ,37850 ,125300 ,26000 ,33350 ,30450 ,39500 ,51650 ,15150 ,14250 ,38525 
201,,,5/22/2021,11750 ,37690 ,125260 ,25960 ,33200 ,30440 ,38500 ,51110 ,15200 ,14230 ,38334 
202,,,5/23/2021,11750 ,37690 ,125260 ,25960 ,33200 ,30440 ,38500 ,51110 ,15200 ,14230 ,38334 
203,135,,24/05/2021,11750 ,37400 ,124950 ,25900 ,33100 ,30450 ,37200 ,49750 ,15300 ,14200 ,38000 
204,136,,25/05/2021,11750 ,37300 ,124850 ,25950 ,33000 ,30400 ,36850 ,49100 ,15200 ,14200 ,37860 
205,,,5/26/2021,11750,37230,124650,25980,32950,30430,36350,48580,15200,14200,37732 
206,137,,27/05/2021,11750 ,37150 ,124450 ,26000 ,32900 ,30450 ,35850 ,48050 ,15200 ,14200 ,37600 
207,138,,28/05/2021,11750 ,37000 ,124400 ,26000 ,32850 ,30400 ,35350 ,47450 ,15250 ,14200 ,37465 
208,,,5/29/2021,11740 ,37030 ,124110 ,26160 ,32660 ,30540 ,34750 ,47030 ,15210 ,14200 ,37343 
209,,,5/30/2021,11740 ,37030 ,124110 ,26160 ,32660 ,30540 ,34750 ,47030 ,15210 ,14200 ,37343 
210,139,,31/05/2021,11700 ,37000 ,123600 ,26300 ,32550 ,31000 ,34000 ,46750 ,15200 ,14200 ,37230 
211,,,6/1/2021,11730,36980,123800,26330,32450,30650,33900,46300,15200,14200,37154 
212,140,,02/06/2021,11750 ,36950 ,124000 ,26350 ,32350 ,30300 ,33800 ,45850 ,15200 ,14200 ,37075 
213,141,,03/06/2021,11750 ,36900 ,124050 ,26350 ,32200 ,30300 ,33600 ,45250 ,15250 ,14200 ,36985 
214,142,,04/06/2021,11750 ,37000 ,124050 ,26400 ,32250 ,30250 ,33900 ,44900 ,15250 ,14200 ,36995 
215,,,6/5/2021,11750 ,37000 ,123890 ,26430 ,32050 ,30190 ,33730 ,45210 ,15250 ,14200 ,36970 
216,,,6/6/2021,11750 ,37000 ,123890 ,26430 ,32050 ,30190 ,33730 ,45210 ,15250 ,14200 ,36970 
217,143,,07/06/2021,11750 ,37050 ,123850 ,26500 ,31900 ,30150 ,33850 ,45450 ,15250 ,14200 ,36995 
218,144,,08/06/2021,11750 ,37050 ,123600 ,26450 ,31850 ,30050 ,33550 ,45250 ,15250 ,14200 ,36900 
219,145,,09/06/2021,11750 ,37200 ,123450 ,26450 ,31750 ,30100 ,33700 ,45250 ,15250 ,14200 ,36910 
220,146,,10/06/2021,11700 ,37300 ,123600 ,26450 ,31800 ,30050 ,33700 ,45200 ,15250 ,14200 ,36925 
221,147,,11/06/2021,11700 ,37400 ,123450 ,26450 ,31400 ,30050 ,33800 ,45850 ,15250 ,14200 ,36955 
222,,,6/12/2021,11730 ,37500 ,123510 ,26450 ,31340 ,30010 ,33340 ,45830 ,15280 ,14200 ,36919 
223,,,6/13/2021,11730 ,37500 ,123510 ,26450 ,31340 ,30010 ,33340 ,45830 ,15280 ,14200 ,36919 
224,148,,14/06/2021,11750 ,37600 ,123500 ,26450 ,31200 ,30000 ,33200 ,46000 ,15300 ,14200 ,36920 
225,149,Jun,15/06/2021,11750 ,37700 ,123500 ,26450 ,30950 ,29950 ,32650 ,46250 ,15300 ,14200 ,36870 
226,150,,16/06/2021,11750 ,37550 ,123600 ,26350 ,30950 ,29950 ,32500 ,46600 ,15300 ,14200 ,36875 
227,151,,17/06/2021,11750 ,37650 ,123500 ,26300 ,30950 ,30000 ,32500 ,46950 ,15300 ,14200 ,36910 
228,152,,18/06/2021,11750 ,37550 ,123500 ,26300 ,31000 ,29950 ,32400 ,47650 ,15300 ,14200 ,36960 
229,,,6/19/2021,11750 ,37550 ,123530 ,26200 ,30960 ,29880 ,32600 ,48860 ,15300 ,14200 ,37083 
230,,,6/20/2021,11750 ,37550 ,123530 ,26200 ,30960 ,29880 ,32600 ,48860 ,15300 ,14200 ,37083 
231,153,,21/06/2021,11750 ,37500 ,123450 ,26150 ,30900 ,29800 ,32800 ,50150 ,15300 ,14200 ,37200 
232,154,,22/06/2021,11750 ,37500 ,123650 ,26050 ,31000 ,29750 ,32700 ,50700 ,15300 ,14200 ,37260 
233,155,,23/06/2021,11750 ,37500 ,123650 ,25950 ,31050 ,29750 ,32850 ,51150 ,15350 ,14200 ,37320 
234,156,,24/06/2021,11750 ,37450 ,123650 ,25950 ,31200 ,29650 ,32900 ,51950 ,15350 ,14150 ,37400 
235,157,,25/06/2021,11750 ,37200 ,123650 ,25900 ,31250 ,29700 ,33600 ,53600 ,15350 ,14150 ,37615 
236,,,6/26/2021,11750 ,36960 ,123630 ,25860 ,31400 ,29730 ,33660 ,54090 ,15340 ,14150 ,37657 
237,,,6/27/2021,11750 ,36960 ,123630 ,25860 ,31400 ,29730 ,33660 ,54090 ,15340 ,14150 ,37657 
238,158,,28/06/2021,11750 ,36700 ,123450 ,25850 ,31600 ,29800 ,34050 ,54900 ,15350 ,14150 ,37760 
239,159,,29/06/2021,11750 ,36500 ,123750 ,25750 ,31550 ,29750 ,34100 ,55900 ,15300 ,14150 ,37850 
240,160,,30/06/2021,11700 ,36300 ,123750 ,25700 ,31700 ,29750 ,34450 ,56400 ,15350 ,14150 ,37925 
241,161,,01/07/2021,11750 ,35950 ,123900 ,25650 ,31750 ,29800 ,34850 ,56700 ,15300 ,14150 ,37980 
242,162,,02/07/2021,11700 ,35800 ,123850 ,25650 ,31750 ,29750 ,35250 ,56700 ,15300 ,14150 ,37990 
243,,,7/3/2021,11730 ,35490 ,123890 ,25530 ,31890 ,29760 ,35760 ,57400 ,15330 ,14150 ,38093 
244,,,7/4/2021,11730 ,35490 ,123890 ,25530 ,31890 ,29760 ,35760 ,57400 ,15330 ,14150 ,38093 
245,163,,05/07/2021,11700 ,35200 ,123900 ,25400 ,31950 ,29750 ,36500 ,57850 ,15350 ,14150 ,38175 
246,164,,06/07/2021,11750 ,35000 ,123900 ,25400 ,32100 ,29750 ,36450 ,58350 ,15350 ,14150 ,38220 
247,165,,07/07/2021,11700 ,34750 ,123950 ,25350 ,32300 ,29800 ,37050 ,58200 ,15300 ,14150 ,38255 
248,166,,08/07/2021,11700 ,34700 ,123950 ,25350 ,32300 ,29850 ,37050 ,58700 ,15300 ,14150 ,38305 
249,167,,09/07/2021,11700 ,34450 ,123950 ,25300 ,32400 ,29900 ,37300 ,58800 ,15300 ,14150 ,38325 
250,,,7/10/2021,11700 ,34200 ,124000 ,25310 ,32430 ,29880 ,37180 ,58960 ,15330 ,14130 ,38312 
251,,,7/11/2021,11700 ,34200 ,124000 ,25310 ,32430 ,29880 ,37180 ,58960 ,15330 ,14130 ,38312 
252,168,,12/07/2021,11700 ,33900 ,124050 ,25300 ,32500 ,29900 ,37200 ,59150 ,15350 ,14100 ,38315 
253,169,,13/07/2021,11700 ,33750 ,124050 ,25300 ,32500 ,29850 ,37150 ,59200 ,15350 ,14100 ,38295 
254,170,,14/07/2021,11700 ,33550 ,122350 ,25350 ,32550 ,29850 ,37200 ,59100 ,15350 ,14100 ,38110 
255,171,Jul,15/07/2021,11700 ,33400 ,123950 ,25350 ,32600 ,29900 ,37300 ,58750 ,15350 ,14150 ,38245 
256,172,,16/07/2021,11700 ,33250 ,124000 ,25500 ,32750 ,29900 ,37750 ,58400 ,15350 ,14150 ,38275 
257,,,7/17/2021,11710 ,33550 ,126250 ,25630 ,33330 ,30100 ,40140 ,59000 ,15380 ,14140 ,38923 
258,,,7/18/2021,11710 ,33550 ,126250 ,25630 ,33330 ,30100 ,40140 ,59000 ,15380 ,14140 ,38923 
259,173,,19/07/2021,11700 ,33750 ,129150 ,25800 ,33650 ,30150 ,42350 ,58950 ,15400 ,14100 ,39500 
260,,,7/20/2021,11730,33780,128530,25830,33980,30300,42750,59430,15400,14130,39586 
261,174,,21/07/2021,11750 ,33800 ,127900 ,25850 ,34300 ,30450 ,43150 ,59900 ,15400 ,14150 ,39665 
262,175,,22/07/2021,11700 ,33850 ,127100 ,25850 ,34000 ,30350 ,42300 ,59100 ,15400 ,14150 ,39380 
263,176,,23/07/2021,11700 ,33750 ,126650 ,25900 ,34250 ,30350 ,42250 ,59200 ,15400 ,14150 ,39360 
264,,,7/24/2021,11700 ,33390 ,125840 ,25990 ,34540 ,30460 ,40010 ,56710 ,15430 ,14150 ,38822 
265,,,7/25/2021,11700 ,33390 ,125840 ,25990 ,34540 ,30460 ,40010 ,56710 ,15430 ,14150 ,38822 
266,177,,26/07/2021,11700 ,33150 ,124700 ,26100 ,34800 ,30500 ,38200 ,54750 ,15450 ,14150 ,38350 
267,178,,27/07/2021,11700 ,32800 ,124900 ,26100 ,35100 ,30650 ,37300 ,53800 ,15450 ,14150 ,38195 
268,179,,28/07/2021,11750 ,32650 ,124850 ,26150 ,35350 ,30600 ,36500 ,52550 ,15500 ,14150 ,38005 
269,180,,29/07/2021,11700 ,32400 ,124250 ,26200 ,35600 ,30600 ,35600 ,51100 ,15550 ,14150 ,37715 
270,181,,30/07/2021,11700 ,32300 ,124100 ,26200 ,35750 ,30650 ,34750 ,50200 ,15550 ,14150 ,37535 
271,,,7/31/2021,11700 ,32290 ,124110 ,26200 ,35950 ,30740 ,34100 ,49440 ,15580 ,14150 ,37426 
272,,,8/1/2021,11700 ,32290 ,124110 ,26200 ,35950 ,30740 ,34100 ,49440 ,15580 ,14150 ,37426 
273,182,,02/08/2021,11700 ,32100 ,124050 ,26200 ,36100 ,30850 ,33200 ,48550 ,15600 ,14150 ,37250 
274,183,,03/08/2021,11700 ,32350 ,124050 ,26200 ,36350 ,30850 ,32850 ,47900 ,15600 ,14150 ,37200 
275,184,,04/08/2021,11700 ,32650 ,124050 ,26150 ,36400 ,30850 ,32350 ,47400 ,15650 ,14100 ,37130 
276,185,,05/08/2021,11700 ,32650 ,124050 ,26150 ,36350 ,30850 ,32450 ,47300 ,15650 ,14100 ,37125 
277,186,,06/08/2021,11700 ,32500 ,124050 ,26150 ,36300 ,30850 ,31950 ,47250 ,15650 ,14100 ,37050 
278,,,8/7/2021,11700 ,32640 ,124050 ,26040 ,36250 ,30830 ,31810 ,46840 ,15680 ,14100 ,36994 
279,,,8/8/2021,11700 ,32640 ,124050 ,26040 ,36250 ,30830 ,31810 ,46840 ,15680 ,14100 ,36994 
280,187,,09/08/2021,11700 ,32550 ,124050 ,25950 ,36200 ,30800 ,31450 ,46700 ,15700 ,14100 ,36920 
281,188,,10/08/2021,11700 ,32850 ,124050 ,25900 ,36150 ,30800 ,31400 ,46100 ,15700 ,14100 ,36875 
282,,,8/11/2021,11700 ,32880 ,124050 ,25880 ,36030 ,30800 ,31230 ,45650 ,15700 ,14100 ,36802 
283,189,,12/08/2021,11700 ,32900 ,124050 ,25850 ,35900 ,30800 ,31050 ,45200 ,15700 ,14100 ,36725 
284,190,,13/08/2021,11650 ,32750 ,123450 ,25850 ,35650 ,30750 ,30500 ,44400 ,15700 ,14050 ,36475 
285,,,8/14/2021,11690 ,32640 ,123880 ,25740 ,35310 ,30690 ,30480 ,43840 ,15730 ,14060 ,36406 
286,,Aug,8/15/2021,11690 ,32640 ,123880 ,25740 ,35310 ,30690 ,30480 ,43840 ,15730 ,14060 ,36406 
287,191,,16/08/2021,11700 ,32500 ,124000 ,25700 ,35050 ,30600 ,30150 ,43500 ,15750 ,14050 ,36300 
288,,,8/17/2021,11700 ,32450 ,124000 ,25630 ,34850 ,30600 ,30180 ,42880 ,15750 ,14050 ,36209 
289,192,,18/08/2021,11700 ,32400 ,124000 ,25550 ,34650 ,30600 ,30200 ,42250 ,15750 ,14050 ,36115 
290,193,,19/08/2021,11650 ,32300 ,124000 ,25500 ,34500 ,30550 ,29950 ,42150 ,15800 ,14050 ,36045 
291,194,,20/08/2021,11650 ,32000 ,124300 ,25400 ,34200 ,30550 ,29700 ,42050 ,15850 ,14150 ,35985 
292,,,8/21/2021,11650 ,32230 ,124100 ,25350 ,33980 ,30410 ,29200 ,40680 ,15840 ,14080 ,35752 
293,,,8/22/2021,11650 ,32230 ,124100 ,25350 ,33980 ,30410 ,29200 ,40680 ,15840 ,14080 ,35752 
294,195,,23/08/2021,11650 ,32250 ,124050 ,25300 ,33700 ,30300 ,28700 ,39500 ,15850 ,14050 ,35535 
295,196,,24/08/2021,11650 ,32350 ,124050 ,25200 ,33500 ,30250 ,28450 ,39000 ,15850 ,14050 ,35435 
296,197,,25/08/2021,11650 ,32400 ,124000 ,25150 ,33200 ,30300 ,28250 ,38650 ,15850 ,14050 ,35350 
297,198,,26/08/2021,11650 ,32550 ,124150 ,25100 ,32950 ,30250 ,28350 ,38050 ,15850 ,14050 ,35295 
298,199,,27/08/2021,11650 ,32800 ,124100 ,25050 ,32650 ,30200 ,28150 ,37950 ,15850 ,14050 ,35245 
299,,,8/28/2021,11650 ,32960 ,124090 ,24890 ,32480 ,30230 ,28410 ,37440 ,15880 ,14050 ,35208 
300,,,8/29/2021,11650 ,32960 ,124090 ,24890 ,32480 ,30230 ,28410 ,37440 ,15880 ,14050 ,35208 
301,200,,30/08/2021,11650 ,33150 ,124050 ,24750 ,32200 ,30250 ,28500 ,36950 ,15900 ,14050 ,35145 
302,201,,31/08/2021,11650 ,33350 ,124050 ,24650 ,32100 ,30200 ,28650 ,36800 ,15900 ,14050 ,35140 
303,202,,01/09/2021,11650 ,33700 ,124100 ,24600 ,31950 ,30200 ,28900 ,37150 ,15900 ,14050 ,35220 
304,203,,02/09/2021,11650 ,33900 ,124050 ,24500 ,31750 ,30150 ,28900 ,37000 ,15900 ,14050 ,35185 
305,204,,03/09/2021,11650 ,33950 ,124050 ,24400 ,31600 ,30050 ,28850 ,36500 ,15900 ,14050 ,35100 
306,,,9/4/2021,11650 ,34480 ,124080 ,24260 ,31500 ,30010 ,28640 ,36760 ,15930 ,14050 ,35136 
307,,,9/5/2021,11650 ,34480 ,124080 ,24260 ,31500 ,30010 ,28640 ,36760 ,15930 ,14050 ,35136 
308,205,,06/09/2021,11650 ,34200 ,124100 ,24100 ,31400 ,29950 ,28550 ,36850 ,15950 ,14050 ,35080 
309,206,,07/09/2021,11650 ,35850 ,124100 ,24050 ,31250 ,29900 ,28250 ,36700 ,15950 ,14050 ,35175 
310,207,,08/09/2021,11700 ,34400 ,124000 ,23950 ,31250 ,29900 ,28350 ,36900 ,16000 ,14050 ,35050 
311,208,,09/09/2021,11700 ,34600 ,124000 ,23950 ,31200 ,29950 ,28650 ,37050 ,16000 ,14050 ,35115 
312,209,,10/09/2021,11650 ,34800 ,124000 ,23900 ,31150 ,29950 ,28400 ,36850 ,16000 ,14050 ,35075 
313,,,9/11/2021,11660 ,34750 ,124010 ,23850 ,30940 ,29910 ,28310 ,36440 ,16030 ,14050 ,34995 
314,,,9/12/2021,11660 ,34750 ,124010 ,23850 ,30940 ,29910 ,28310 ,36440 ,16030 ,14050 ,34995 
315,210,,13/09/2021,11650 ,34800 ,124050 ,23800 ,30850 ,29900 ,28000 ,36100 ,16050 ,14050 ,34925 
316,211,,14/09/2021,11650 ,34800 ,124000 ,23750 ,30550 ,29850 ,28200 ,35750 ,16050 ,14050 ,34865 
317,212,Sep,15/09/2021,11650 ,34800 ,124100 ,23700 ,30350 ,29850 ,28250 ,35750 ,16050 ,14050 ,34855 
318,213,,16/09/2021,11650 ,34800 ,124100 ,23650 ,30350 ,29850 ,28500 ,36100 ,16050 ,14050 ,34910 
319,214,,17/09/2021,11650 ,34900 ,124100 ,23600 ,30300 ,29800 ,28450 ,36300 ,16050 ,14050 ,34920 
320,,,9/18/2021,11650 ,34900 ,124090 ,23540 ,30200 ,29740 ,28630 ,36160 ,16060 ,14050 ,34902 
321,,,9/19/2021,11650 ,34900 ,124090 ,23540 ,30200 ,29740 ,28630 ,36160 ,16060 ,14050 ,34902 
322,215,,20/09/2021,11650 ,34850 ,124100 ,23500 ,30150 ,29650 ,28700 ,36100 ,16050 ,14050 ,34880 
323,216,,21/09/2021,11650 ,35050 ,124050 ,23400 ,30000 ,29650 ,28850 ,36150 ,16100 ,14050 ,34895 
324,217,,22/09/2021,11650 ,35250 ,123950 ,23350 ,30000 ,29650 ,29000 ,36400 ,16100 ,14050 ,34940 
325,218,,23/09/2021,11650 ,35350 ,124050 ,23300 ,29850 ,29650 ,28950 ,36650 ,16100 ,14050 ,34960 
326,219,,24/09/2021,11650 ,35400 ,124000 ,23250 ,29800 ,29600 ,29150 ,36550 ,16100 ,14050 ,34955 
327,,,9/25/2021,11650 ,35500 ,123940 ,23260 ,29790 ,29650 ,29540 ,37280 ,16110 ,14050 ,35077 
328,,,9/26/2021,11650 ,35500 ,123940 ,23260 ,29790 ,29650 ,29540 ,37280 ,16110 ,14050 ,35077 
329,220,,27/09/2021,11650 ,35600 ,124050 ,23200 ,29750 ,29650 ,29800 ,37750 ,16100 ,14050 ,35160 
330,221,,28/09/2021,11650 ,35650 ,123650 ,23300 ,29750 ,29700 ,30250 ,38150 ,16150 ,14050 ,35230 
331,222,,29/09/2021,11650 ,35700 ,123700 ,23300 ,29650 ,29600 ,30350 ,37800 ,16150 ,14050 ,35195 
332,223,,30/09/2021,11650 ,35600 ,123650 ,23350 ,29650 ,29550 ,30350 ,38050 ,16150 ,14100 ,35210 
333,224,,01/10/2021,11650 ,35500 ,124100 ,23350 ,29650 ,29600 ,30700 ,37900 ,16150 ,14050 ,35265 
334,,,10/2/2021,11650 ,35460 ,123950 ,23310 ,29580 ,29560 ,32080 ,38210 ,16180 ,14060 ,35404 
335,,,10/3/2021,11650 ,35460 ,123950 ,23310 ,29580 ,29560 ,32080 ,38210 ,16180 ,14060 ,35404 
336,225,,04/10/2021,11650 ,35400 ,124000 ,23300 ,29500 ,29550 ,33350 ,38300 ,16200 ,14050 ,35530 
337,226,,05/10/2021,11650 ,35350 ,124050 ,23250 ,29500 ,29550 ,33900 ,38600 ,16200 ,14050 ,35610 
338,227,,06/10/2021,11650 ,35350 ,124150 ,23250 ,29500 ,29600 ,33800 ,38350 ,16200 ,14050 ,35590 
339,228,,07/10/2021,11650 ,35450 ,124150 ,23200 ,29600 ,29650 ,34200 ,38650 ,16250 ,14050 ,35685 
340,229,,08/10/2021,11650 ,35550 ,124150 ,23200 ,29550 ,29600 ,34250 ,38900 ,16300 ,14050 ,35720 
341,,,10/9/2021,11650 ,35660 ,124150 ,23180 ,29590 ,29590 ,34210 ,39140 ,16380 ,14050 ,35760 
342,,,10/10/2021,11650 ,35660 ,124150 ,23180 ,29590 ,29590 ,34210 ,39140 ,16380 ,14050 ,35760 
343,230,,11/10/2021,11650 ,35750 ,124150 ,23150 ,29600 ,29550 ,34150 ,39500 ,16450 ,14050 ,35800 
344,231,,12/10/2021,11650 ,35900 ,124150 ,23150 ,29600 ,29550 ,34250 ,39500 ,16500 ,14050 ,35830 
345,232,,13/10/2021,11650 ,35900 ,124150 ,23100 ,29650 ,29550 ,34650 ,39900 ,16550 ,14050 ,35915 
346,233,,14/10/2021,11650 ,36000 ,124150 ,23150 ,29850 ,29650 ,34850 ,39800 ,16600 ,14050 ,35975 
347,234,Oct,15/10/2021,11650 ,36050 ,124200 ,23150 ,29900 ,29650 ,34700 ,40100 ,16650 ,14000 ,36005 
348,,,10/16/2021,11650 ,36050 ,124230 ,23100 ,29850 ,29590 ,34510 ,40010 ,16700 ,14030 ,35972 
349,,,10/17/2021,11650 ,36050 ,124230 ,23100 ,29850 ,29590 ,34510 ,40010 ,16700 ,14030 ,35972 
350,235,,18/10/2021,11650 ,36050 ,124300 ,23050 ,29800 ,29450 ,34200 ,40100 ,16750 ,14050 ,35940 
351,236,,19/10/2021,11650 ,36100 ,124250 ,23050 ,29850 ,29600 ,34300 ,40050 ,16800 ,14000 ,35965 
352,,,10/20/2021,11650 ,36050 ,124200 ,23030 ,29830 ,29530 ,34350 ,39730 ,16800 ,14030 ,35920 
353,237,,21/10/2021,11650 ,36000 ,124150 ,23000 ,29800 ,29450 ,34400 ,39400 ,16800 ,14050 ,35870 
354,238,,22/10/2021,11650 ,36150 ,124150 ,22950 ,29750 ,29450 ,34750 ,38950 ,16850 ,14250 ,35890 
355,,,10/23/2021,11650 ,36060 ,124180 ,23000 ,29700 ,29460 ,35000 ,38360 ,16910 ,14100 ,35842 
356,,,10/24/2021,11650 ,36060 ,124180 ,23000 ,29700 ,29460 ,35000 ,38360 ,16910 ,14100 ,35842 
357,239,,25/10/2021,11650 ,35950 ,124150 ,23000 ,29600 ,29450 ,35450 ,37700 ,16950 ,14050 ,35795 
358,240,,26/10/2021,11650 ,36150 ,124250 ,23050 ,29650 ,29500 ,35400 ,37400 ,17050 ,14050 ,35815 
359,241,,27/10/2021,11650 ,36050 ,124150 ,23050 ,29600 ,29450 ,35350 ,37250 ,17050 ,14050 ,35765 
360,242,,28/10/2021,11650 ,36100 ,124200 ,23100 ,29650 ,29500 ,35350 ,37050 ,17200 ,14050 ,35785 
361,243,,29/10/2021,11650 ,36050 ,124200 ,23150 ,29450 ,29450 ,35550 ,36200 ,17250 ,14050 ,35700 
362,,,10/30/2021,11650 ,36040 ,124210 ,23210 ,29360 ,29480 ,35780 ,35980 ,17330 ,14080 ,35712 
363,,,10/31/2021,11650 ,36040 ,124210 ,23210 ,29360 ,29480 ,35780 ,35980 ,17330 ,14080 ,35712 
364,244,,01/11/2021,11650 ,35950 ,124350 ,23250 ,29250 ,29450 ,36100 ,35550 ,17400 ,14100 ,35705 
365,245,,02/11/2021,11650 ,36050 ,124100 ,23350 ,29100 ,29500 ,36100 ,35100 ,17450 ,14100 ,35650 
366,246,,03/11/2021,11650 ,35850 ,124350 ,23400 ,29100 ,29500 ,36500 ,35350 ,17550 ,14050 ,35730 
367,247,,04/11/2021,11650 ,35800 ,124300 ,23550 ,29050 ,29350 ,37100 ,35500 ,17650 ,14050 ,35800 
